E_eV,Dit_cm2eV
-1.2,0.13911139093266456
-1.199,0.15118443133800685
-1.198,0.16428260255314941
-1.197,0.1784909457733691
-1.196,0.1939013833523673
-1.195,0.21061326088046897
-1.194,0.22873393074638396
-1.193,0.24837938025830217
-1.192,0.26967490762047247
-1.191,0.29275584929672815
-1.19,0.3177683625441461
-1.189,0.3448702671687476
-1.188,0.37423195084246874
-1.187,0.4060373426272574
-1.186,0.44048495967998785
-1.185,0.4777890324612945
-1.184,0.5181807141454144
-1.183,0.5619093803260162
-1.182,0.6092440255390728
-1.181,0.6604747635768996
-1.18,0.7159144390524158
-1.179,0.7759003581881774
-1.178,0.840796147356323
-1.177,0.9109937484815974
-1.176,0.9869155610466722
-1.175,1.0690167411046658
-1.174,1.15778766841587
-1.173,1.2537565935818313
-1.172,1.3574924778574455
-1.171,1.4696080391802262
-1.17,1.5907630188712818
-1.169,1.72166768443583
-1.168,1.8630865849285363
-1.167,2.0158425764513646
-1.166,2.180821136526636
-1.165,2.358974987335636
-1.164,2.5513290491429097
-1.163,2.7589857466375003
-1.162,2.9831306924263328
-1.161,3.225038773509093
-1.16,3.4860806682644503
-1.159,3.767729823276817
-1.158,4.071569921253616
-1.157,4.399302873313084
-1.156,4.752757371090149
-1.155,5.1338980363971345
-1.154,5.544835208619382
-1.153,5.98783541260583
-1.152,6.465332552566936
-1.151,6.979939880397236
-1.15,7.534462789938043
-1.149,8.131912491965405
-1.148,8.775520628170112
-1.147,9.468754886076953
-1.146,10.215335680760328
-1.145,11.019253973348786
-1.144,11.884790300703314
-1.143,12.816535095294824
-1.142,13.819410379236741
-1.141,14.89869292163315
-1.14,16.060038953931926
-1.139,17.309510543805487
-1.138,18.653603734278615
-1.137,20.09927856135047
-1.136,21.653991070304173
-1.135,23.325727458193892
-1.134,25.12304047777606
-1.133,27.055088246307296
-1.132,29.131675611325775
-1.131,31.363298234646116
-1.13,33.7611895655062
-1.129,36.33737088398271
-1.128,39.10470460662382
-1.127,42.07695105760186
-1.126,45.26882892077043
-1.125,48.696079600668305
-1.1239999999999999,52.375535733961755
-1.123,56.325194106934916
-1.1219999999999999,60.56429324959476
-1.121,65.1133959926753
-1.1199999999999999,69.99447729046712
-1.119,75.23101762986802
-1.1179999999999999,80.84810236455552
-1.117,86.87252733259042
-1.1159999999999999,93.33291113630744
-1.115,100.2598144848978
-1.1139999999999999,107.68586702290055
-1.113,115.6459020916927
-1.1119999999999999,124.17709989639843
-1.111,133.31913957706576
-1.1099999999999999,143.11436071103984
-1.109,153.60793480271465
-1.1079999999999999,164.84804734794443
-1.107,176.88609109273597
-1.1059999999999999,189.77687114027324
-1.105,203.57882259604358
-1.1039999999999999,218.35424147889785
-1.103,234.16952966533785
-1.1019999999999999,251.0954546763221
-1.101,269.2074251594745
-1.0999999999999999,288.5857829658361
-1.099,309.3161127684646
-1.0979999999999999,331.4895702210819
-1.097,355.20322970809
-1.0959999999999999,380.56045279328436
-1.095,407.6712785330841
-1.0939999999999999,436.65283688173156
-1.093,467.62978648019964
-1.0919999999999999,500.73477818834596
-1.091,536.1089457904162
-1.0899999999999999,573.9024253786168
-1.089,614.27490499667
-1.0879999999999999,657.3962062074485
-1.087,703.4468993332507
-1.0859999999999999,752.618954207409
-1.085,805.1164283685313
-1.0839999999999999,861.1561947273652
-1.083,920.9687108376462
-1.0819999999999999,984.7988320102899
-1.081,1052.9066706211772
-1.08,1125.568504080845
-1.079,1203.077734055634
-1.0779999999999998,1285.745899658452
-1.077,1373.9037474604004
-1.076,1467.902361314071
-1.075,1568.1143551247837
-1.0739999999999998,1674.9351318582067
-1.073,1788.7842122314698
-1.072,1910.106636700356
-1.071,2039.3744445276247
-1.0699999999999998,2177.0882338979995
-1.069,2323.778807233134
-1.068,2480.0089060554064
-1.067,2646.3750399533774
-1.0659999999999998,2823.5094144146133
-1.065,3012.081962512974
-1.064,3212.802485667862
-1.063,3426.4229089328664
-1.0619999999999998,3653.739656521508
-1.061,3895.5961535376687
-1.06,4152.885460148819
-1.059,4426.553044720881
-1.0579999999999998,4717.599702726899
-1.057,5027.084628545499
-1.056,5356.128647580906
-1.055,5705.917616464198
-1.054,6077.705999437004
-1.053,6472.820629373402
-1.052,6892.6646622608105
-1.051,7338.721734345929
-1.05,7812.560331542685
-1.049,8315.838381114938
-1.048,8850.308076065929
-1.047,9417.820943114753
-1.046,10020.33316558925
-1.045,10659.911173046436
-1.044,11338.737509913988
-1.043,12059.116995962026
-1.042,12823.483191931799
-1.041,13634.40518420056
-1.04,14494.594702915047
-1.039,15406.913588617797
-1.038,16374.381622981313
-1.037,17400.18473989822
-1.036,18487.68363380509
-1.035,19640.422782794998
-1.034,20862.139904743068
-1.033,22156.775865392636
-1.032,23528.48505806239
-1.031,24981.646275403626
-1.03,26520.874094395356
-1.029,28151.030796582905
-1.028,29877.238846369804
-1.027,31704.8939510419
-1.026,33639.67872705531
-1.025,35687.576998041506
-1.024,37854.88875088355
-1.023,40148.24577719778
-1.022,42574.628028501735
-1.021,45141.3807143893
-1.02,47856.23217403276
-1.019,50727.31255242808
-1.018,53763.17331385184
-1.017,56972.80762615648
-1.016,60365.671650634824
-1.015,63951.70677340564
-1.014,67741.36281542924
-1.013,71745.62225954724
-1.012,75976.02553415266
-1.011,80444.69739444584
-1.01,85164.37444349495
-1.009,90148.43383673816
-1.008,95410.92321488519
-1.007,100966.59191164945
-1.006,106830.92348412605
-1.005,113020.16961516933
-1.004,119551.38543855326
-1.003,126442.46633931257
-1.002,133712.18628313584
-1.001,141380.23773036562
-1.0,149467.27319167924
-0.9989999999999999,157994.94848428285
-0.998,166985.96774900405
-0.9969999999999999,176464.13029049366
-0.996,186454.37930435737
-0.9949999999999999,196982.85255690425
-0.994,208076.93508486258
-0.9929999999999999,219765.31398433982
-0.992,232078.03535999503
-0.991,245046.56350737688
-0.99,258703.84240312024
-0.989,273084.35957968235
-0.988,288224.2124631436
-0.987,304161.1772545542
-0.986,320934.78043722385
-0.985,338586.37299431884
-0.984,357159.2074230871
-0.983,376698.5176340091
-0.982,397251.6018251476
-0.981,418867.90842396894
-0.98,441599.12519088364
-0.979,465499.27158076817
-0.978,490624.7944606936
-0.977,517034.6672841075
-0.976,544790.4928236607
-0.975,573956.6095668892
-0.974,604600.2018808656
-0.973,636791.4140539273
-0.972,670603.4683244827
-0.971,706112.7870088278
-0.97,743399.1188417426
-0.969,782545.6696455254
-0.968,823639.2374449236
-0.967,866770.3521471635
-0.966,912033.4199080747
-0.965,959526.8723069412
-0.964,1009353.3204543536
-0.963,1061619.7141589667
-0.962,1116437.506280505
-0.961,1173922.8223978644
-0.96,1234196.6359225556
-0.959,1297384.9487889616
-0.958,1363618.9778542065
-0.957,1433035.3471414626
-0.956,1505776.2860616741
-0.955,1581989.83374948
-0.954,1661830.0496501005
-0.953,1745457.2304945204
-0.952,1833038.1338010575
-0.951,1924746.2080417208
-0.95,2020761.8296122197
-0.949,2121272.546744604
-0.948,2226473.3305016644
-0.947,2336566.8329919525
-0.946,2451763.6529441793
-0.945,2572282.6087792395
-0.944,2698351.0193174174
-0.943,2830204.9922576565
-0.942,2968089.7205646974
-0.941,3112259.7868986046
-0.94,3262979.476220029
-0.939,3420523.096702583
-0.938,3585175.309082077
-0.9369999999999999,3757231.4645702164
-0.9359999999999999,3936997.9514578846
-0.9349999999999999,4124792.550530682
-0.9339999999999999,4320944.799416388
-0.9329999999999999,4525796.365980968
-0.9319999999999999,4739701.430886199
-0.9309999999999999,4963027.079418375
-0.9299999999999999,5196153.702693464
-0.9289999999999999,5439475.408339677
-0.9279999999999999,5693400.440754011
-0.9269999999999999,5958351.611023962
-0.9259999999999999,6234766.73660057
-0.9249999999999999,6523099.090803223
-0.9239999999999999,6823817.862230522
-0.9229999999999999,7137408.6241452005
-0.9219999999999999,7464373.813894337
-0.9209999999999999,7805233.222418834
-0.9199999999999999,8160524.493898793
-0.9189999999999999,8530803.63557325
-0.9179999999999999,8916645.537764527
-0.9169999999999999,9318644.504128683
-0.9159999999999999,9737414.792144412
-0.9149999999999999,10173591.163842835
-0.9139999999999999,10627829.446770977
-0.9129999999999999,11100807.10517101
-0.9119999999999999,11593223.821346326
-0.911,12105802.087174203
-0.9099999999999999,12639287.805713322
-0.909,13194450.902840402
-0.9079999999999999,13772085.94884105
-0.907,14373012.789861044
-0.9059999999999999,14998077.189117348
-0.905,15648151.477746153
-0.9039999999999999,16324135.215159224
-0.903,17026955.858754966
-0.9019999999999999,17757569.4428248
-0.901,18516961.26646935
-0.8999999999999999,19306146.590332314
-0.899,20126171.341931958
-0.8979999999999999,20978112.82936363
-0.897,21863080.463117145
-0.8959999999999999,22782216.485745702
-0.895,23736696.709091786
-0.8939999999999999,24727731.25876848
-0.893,25756565.325561196
-0.8919999999999999,26824479.923408136
-0.891,27932792.653581966
-0.8899999999999999,29082858.474688917
-0.889,30276070.478064053
-0.8879999999999999,31513860.66813437
-0.887,32797700.747282974
-0.8859999999999999,34129102.90474044
-0.885,35509620.60898861
-0.8839999999999999,36940849.4031557
-0.883,38424427.702839285
-0.8819999999999999,39962037.59578669
-0.881,41555405.64281838
-0.8799999999999999,43206303.679375075
-0.879,44916549.61702089
-0.8779999999999999,46688008.24423161
-0.877,48522592.02574862
-0.8759999999999999,50422261.89977392
-0.875,52389028.07223301
-0.8739999999999999,54424950.80732771
-0.873,56532141.21355059
-0.8719999999999999,58712762.02432932
-0.871,60969028.372416526
-0.8699999999999999,63303208.55714017
-0.869,65717624.803572215
-0.8679999999999999,68214654.012678
-0.867,70796728.50144738
-0.8659999999999999,73466336.73201452
-0.865,76226024.02871269
-0.8639999999999999,79078393.28201729
-0.863,82026105.63826704
-0.8619999999999999,85071881.17406303
-0.861,88218499.5541825
-0.8599999999999999,91468800.67185344
-0.859,94825685.27017385
-0.8579999999999999,98292115.54347104
-0.857,101871115.71733215
-0.8559999999999999,105565772.60605423
-0.855,109379236.14619245
-0.8539999999999999,113314719.90490903
-0.853,117375501.56175378
-0.8519999999999999,121564923.36253585
-0.851,125886392.54386915
-0.8499999999999999,130343381.72701249
-0.849,134939429.27954543
-0.848,139678139.64345953
-0.847,144563183.6281737
-0.846,149598298.66700897
-0.845,154787289.0356132
-0.844,160134026.03082228
-0.843,165642448.10843566
-0.842,171316560.97835782
-0.841,177160437.65555885
-0.84,183178218.46529305
-0.839,189374111.0010033
-0.838,195752390.03333688
-0.837,202317397.3686911
-0.836,209073541.6557006
-0.835,216025298.1380845
-0.834,223177208.35225955
-0.833,230533879.7681375
-0.832,238099985.3715231
-0.831,245880263.18653446
-0.83,253879515.7364762
-0.829,262102609.4416052
-0.828,270554473.9522382
-0.827,279240101.4156662
-0.826,288164545.6753537
-0.825,297332921.40092343
-0.824,306750403.1474384
-0.823,316422224.34252834
-0.822,326353676.19991934
-0.821,336550106.5579607
-0.82,347016918.64177287
-0.819,357759569.747666
-0.818,368783569.8485212
-0.817,380094480.1188595
-0.816,391697911.3783636
-0.815,403599522.45265937
-0.814,415805018.4502143
-0.813,428320148.9542514
-0.8119999999999999,441150706.12862766
-0.8109999999999999,454302522.7366912
-0.8099999999999999,467781470.07216674
-0.8089999999999999,481593455.8011983
-0.8079999999999999,495744421.7147255
-0.8069999999999999,510240341.3904418
-0.8059999999999999,525087217.763644
-0.8049999999999999,540291080.6063626
-0.8039999999999999,555857983.9142189
-0.8029999999999999,571794003.200547
-0.8019999999999999,588105232.697383
-0.8009999999999999,604797782.4630191
-0.7999999999999999,621877775.3958832
-0.7989999999999999,639351344.1546154
-0.7979999999999999,657224627.9842808
-0.7969999999999999,675503769.4487582
-0.7959999999999999,694194911.0694424
-0.7949999999999999,713304191.8704807
-0.7939999999999999,732837743.8308805
-0.7929999999999999,752801688.2439104
-0.7919999999999999,773202131.9843298
-0.7909999999999999,794045163.6840832
-0.7899999999999999,815336849.81721
-0.7889999999999999,837083230.6948192
-0.7879999999999999,859290316.371102
-0.7869999999999999,881964082.4614645
-0.7859999999999999,905110465.8739758
-0.7849999999999999,928735360.4554492
-0.7839999999999999,952844612.5535904
-0.7829999999999999,977444016.4967718
-0.782,1002539309.9931002
-0.7809999999999999,1028136169.4506121
-0.78,1054240205.2204465
-0.7789999999999999,1080856956.7651777
-0.778,1107991887.7543166
-0.7769999999999999,1135650381.0894773
-0.776,1163837733.8614452
-0.7749999999999999,1192559152.2419107
-0.774,1221819746.3123639
-0.7729999999999999,1251624524.8331676
-0.772,1281978389.9555576
-0.7709999999999999,1312886131.8798647
-0.77,1344352423.4629445
-0.7689999999999999,1376381814.7783828
-0.768,1408978727.632711
-0.7669999999999999,1442147450.0414531
-0.766,1475892130.6684968
-0.7649999999999999,1510216773.2328627
-0.764,1545125230.8866036
-0.7629999999999999,1580621200.568166
-0.762,1616708217.3351803
-0.7609999999999999,1653389648.681249
-0.76,1690668688.8409383
-0.7589999999999999,1728548353.087781
-0.758,1767031472.0297005
-0.7569999999999999,1806120685.906905
-0.756,1845818438.8968701
-0.7549999999999999,1886126973.4316597
-0.754,1927048324.532418
-0.7529999999999999,1968584314.1664732
-0.752,2010736545.632065
-0.7509999999999999,2053506397.9763465
-0.75,2096895020.4518075
-0.7489999999999999,2140903327.016962
-0.748,2185531990.8865924
-0.7469999999999999,2230781439.1375427
-0.746,2276651847.3754888
-0.7449999999999999,2323143134.468812
-0.744,2370254957.3551135
-0.7429999999999999,2417986705.926602
-0.742,2466337497.9999967
-0.7409999999999999,2515306174.377262
-0.74,2564891294.00287
-0.7389999999999999,2615091129.2240047
-0.738,2665903661.1594143
-0.7369999999999999,2717326575.183382
-0.736,2769357256.530553
-0.7349999999999999,2821992786.0280757
-0.734,2875229935.960796
-0.7329999999999999,2929065166.0759816
-0.732,2983494619.7332397
-0.7309999999999999,3038514120.2060604
-0.73,3094119167.140633
-0.7289999999999999,3150304933.178264
-0.728,3207066260.74694
-0.7269999999999999,3264397659.0283046
-0.726,3322293301.105435
-0.7249999999999999,3380747021.297573
-0.724,3439752312.687048
-0.7229999999999999,3499302324.8443756
-0.722,3559389861.756584
-0.7209999999999999,3620007379.964591
-0.72,3681146986.914434
-0.719,3742800439.5279436
-0.718,3804959142.9975224
-0.717,3867614149.8101544
-0.716,3930756159.005307
-0.715,3994375515.6713367
-0.714,4058462210.684865
-0.713,4123005880.697409
-0.712,4187995808.373385
-0.711,4253420922.8834233
-0.71,4319269800.6567745
-0.709,4385530666.396338
-0.708,4452191394.359729
-0.707,4519239509.909502
-0.706,4586662191.335531
-0.705,4654446271.952236
-0.704,4722578242.473212
-0.703,4791044253.665519
-0.702,4859830119.28566
-0.701,4928921319.299111
-0.7,4998303003.384893
-0.699,5067959994.726525
-0.698,5137876794.09042
-0.697,5208037584.192461
-0.696,5278426234.353321
-0.695,5349026305.442765
-0.694,5419821055.112879
-0.693,5490793443.319954
-0.692,5561926138.134437
-0.691,5633201521.838047
-0.69,5704601697.306934
-0.689,5776108494.679419
-0.688,5847703478.306554
-0.6869999999999999,5919367953.98352
-0.6859999999999999,5991082976.459492
-0.6849999999999999,6062829357.223361
-0.6839999999999999,6134587672.562398
-0.6829999999999999,6206338271.890657
-0.6819999999999999,6278061286.343585
-0.6809999999999999,6349736637.635039
-0.6799999999999999,6421344047.172627
-0.6789999999999999,6492863045.426955
-0.6779999999999999,6564272981.550107
-0.6769999999999999,6635553033.238383
-0.6759999999999999,6706682216.834036
-0.6749999999999999,6777639397.660438
-0.6739999999999999,6848403300.584896
-0.6729999999999999,6918952520.802957
-0.6719999999999999,6989265534.837854
-0.6709999999999999,7059320711.748465
-0.6699999999999999,7129096324.538817
-0.6689999999999999,7198570561.762022
-0.6679999999999999,7267721539.311196
-0.6669999999999999,7336527312.38968
-0.6659999999999999,7404965887.652671
-0.6649999999999999,7473015235.51211
-0.6639999999999999,7540653302.596446
-0.6629999999999999,7607858024.356686
-0.6619999999999999,7674607337.809929
-0.6609999999999999,7740879194.411372
-0.6599999999999999,7806651573.045569
-0.6589999999999999,7871902493.12757
-0.6579999999999999,7936610027.804353
-0.6569999999999999,8000752317.2468195
-0.6559999999999999,8064307582.022439
-0.6549999999999999,8127254136.538525
-0.6539999999999999,8189570402.545905
-0.6529999999999999,8251234922.692741
-0.6519999999999999,8312226374.117989
-0.6509999999999999,8372523582.074013
-0.6499999999999999,8432105533.567712
-0.6489999999999999,8490951391.009409
-0.6479999999999999,8549040505.85876
-0.6469999999999999,8606352432.256771
-0.6459999999999999,8662866940.633087
-0.6449999999999999,8718564031.277565
-0.6439999999999999,8773423947.865187
-0.6429999999999999,8827427190.923346
-0.6419999999999999,8880554531.23052
-0.6409999999999999,8932787023.13537
-0.6399999999999999,8984106017.785337
-0.6389999999999999,9034493176.253824
-0.6379999999999999,9083930482.555132
-0.6369999999999999,9132400256.536348
-0.6359999999999999,9179885166.635489
-0.6349999999999999,9226368242.495255
-0.6339999999999999,9271832887.421926
-0.6329999999999999,9316262890.678919
-0.6319999999999999,9359642439.60479
-0.6309999999999999,9401956131.545498
-0.6299999999999999,9443188985.59097
-0.6289999999999999,9483326454.106089
-0.6279999999999999,9522354434.046518
-0.6269999999999999,9560259278.049824
-0.6259999999999999,9597027805.292667
-0.6249999999999999,9632647312.105005
-0.6239999999999999,9667105582.332422
-0.623,9700390897.438032
-0.622,9732492046.335562
-0.621,9763398334.945461
-0.62,9793099595.466295
-0.619,9821586195.353714
-0.618,9848849045.999807
-0.617,9874879611.105774
-0.616,9899669914.741245
-0.615,9923212549.083841
-0.614,9945500681.832909
-0.613,9966528063.291668
-0.612,9986289033.11237
-0.611,10004778526.699371
-0.61,10021992081.265427
-0.609,10037925841.53676
-0.608,10052576565.10299
-0.607,10065941627.40814
-0.606,10078019026.379566
-0.605,10088807386.6918
-0.604,10098305963.662804
-0.603,10106514646.780508
-0.602,10113433962.857824
-0.601,10119065078.814762
-0.6,10123409804.08668
-0.599,10126470592.658022
-0.598,10128250544.721376
-0.597,10128753407.961996
-0.596,10127983578.468378
-0.595,10125946101.269855
-0.594,10122646670.502565
-0.593,10118091629.205524
-0.592,10112287968.748955
-0.591,10105243327.89739
-0.59,10096965991.510437
-0.589,10087464888.884491
-0.588,10076749591.739065
-0.587,10064830311.851755
-0.586,10051717898.346233
-0.585,10037423834.638042
-0.584,10021960235.043283
-0.583,10005339841.055685
-0.582,9987576017.297848
-0.581,9968682747.152796
-0.58,9948674628.082375
-0.579,9927566866.639172
-0.578,9905375273.17922
-0.577,9882116256.282776
-0.576,9857806816.890955
-0.575,9832464542.166197
-0.574,9806107599.084862
-0.573,9778754727.770477
-0.572,9750425234.576462
-0.571,9721138984.927372
-0.57,9690916395.927967
-0.569,9659778428.7496
-0.568,9627746580.803658
-0.567,9594842877.712023
-0.566,9561089865.084627
-0.565,9526510600.114454
-0.564,9491128643.000418
-0.563,9454968048.208786
-0.5619999999999999,9418053355.583899
-0.5609999999999999,9380409581.31908
-0.5599999999999999,9342062208.798775
-0.5589999999999999,9303037179.323034
-0.5579999999999999,9263360882.725552
-0.5569999999999999,9223060147.896578
-0.5559999999999999,9182162233.222042
-0.5549999999999999,9140694816.95031
-0.5539999999999999,9098685987.498068
-0.5529999999999999,9056164233.706753
-0.5519999999999999,9013158435.061094
-0.5509999999999999,8969697851.881227
-0.5499999999999999,8925812115.499891
-0.5489999999999999,8881531218.43617
-0.5479999999999999,8836885504.577217
-0.5469999999999999,8791905659.379332
-0.5459999999999999,8746622700.099728
-0.5449999999999999,8701067966.070234
-0.5439999999999999,8655273109.024082
-0.5429999999999999,8609270083.486876
-0.5419999999999999,8563091137.242653
-0.5409999999999999,8516768801.885938
-0.5399999999999999,8470335883.470424
-0.5389999999999999,8423825453.264895
-0.5379999999999999,8377270838.626789
-0.5369999999999999,8330705614.0036
-0.5359999999999999,8284163592.072271
-0.5349999999999999,8237678815.0263815
-0.5339999999999999,8191285546.020869
-0.5329999999999999,8145018260.783747
-0.5319999999999999,8098911639.404115
-0.5309999999999999,8053000558.305467
-0.5299999999999999,8007320082.413187
-0.5289999999999999,7961905457.524749
-0.5279999999999999,7916792102.890997
-0.5269999999999999,7872015604.016555
-0.5259999999999999,7827611705.6872425
-0.5249999999999999,7783616305.231988
-0.5239999999999999,7740065446.026541
-0.5229999999999999,7696995311.246016
-0.5219999999999999,7654442217.872925
-0.5209999999999999,7612442610.967178
-0.5199999999999999,7571033058.204135
-0.5189999999999999,7530250244.68655
-0.5179999999999999,7490130968.035956
-0.5169999999999999,7450712133.768686
-0.5159999999999999,7412030750.961402
-0.5149999999999999,7374123928.210791
-0.5139999999999999,7337028869.891658
-0.5129999999999999,7300782872.717371
-0.5119999999999999,7265423322.606294
-0.5109999999999999,7230987691.857552
-0.5099999999999999,7197513536.639074
-0.5089999999999999,7165038494.7906065
-0.5079999999999999,7133600283.944034
-0.5069999999999999,7103236699.963002
-0.5059999999999999,7073985615.703619
-0.5049999999999999,7045884980.09749
-0.5039999999999999,7018972817.558241
-0.5029999999999999,6993287227.71218
-0.5019999999999999,6968866385.453615
-0.5009999999999999,6945748541.324813
-0.4999999999999999,6923972022.220474
-0.4989999999999999,6903575232.416127
-0.4979999999999999,6884596654.919716
-0.4969999999999999,6867074853.145107
-0.496,6851048472.906225
-0.495,6836556244.729952
-0.494,6823636986.485878
-0.493,6812329606.330555
-0.492,6802673105.963638
-0.491,6794706584.1930685
-0.49,6788469240.806145
-0.489,6784000380.743134
-0.488,6781339418.569641
-0.487,6780525883.243929
-0.486,6781599423.17491
-0.485,6784599811.566511
-0.484,6789566952.043648
-0.483,6796540884.554985
-0.482,6805561791.547355
-0.481,6816670004.406544
-0.48,6829906010.158865
-0.479,6845310458.427816
-0.478,6862924168.639843
-0.477,6882788137.473196
-0.476,6904943546.543439
-0.475,6929431770.319213
-0.474,6956294384.261594
-0.473,6985573173.180283
-0.472,7017310139.799574
-0.471,7051547513.527111
-0.47,7088327759.4180765
-0.469,7127693587.32761
-0.46799999999999997,7169687961.243777
-0.46699999999999997,7214354108.793627
-0.46599999999999997,7261735530.91452
-0.46499999999999997,7311876011.683036
-0.46399999999999997,7364819628.293436
-0.46299999999999997,7420610761.177724
-0.46199999999999997,7479294104.259218
-0.46099999999999997,7540914675.331615
-0.45999999999999996,7605517826.555105
-0.45899999999999996,7673149255.061472
-0.45799999999999996,7743855013.659707
-0.45699999999999996,7817681521.63395
-0.45599999999999996,7894675575.62515
-0.45499999999999996,7974884360.588158
-0.45399999999999996,8058355460.815657
-0.45299999999999996,8145136871.020678
-0.45199999999999996,8235277007.4689045
-0.45099999999999996,8328824719.152488
-0.44999999999999996,8425829298.996735
-0.44899999999999995,8526340495.091337
-0.44799999999999995,8630408521.937376
-0.44699999999999995,8738084071.70192
-0.44599999999999995,8849418325.471495
-0.44499999999999995,8964462964.496223
-0.44399999999999995,9083270181.416029
-0.44299999999999995,9205892691.460659
-0.44199999999999995,9332383743.61509
-0.44099999999999995,9462797131.742172
-0.43999999999999995,9597187205.654108
-0.43899999999999995,9735608882.12463
-0.43799999999999994,9878117655.833706
-0.43699999999999994,10024769610.236832
-0.43599999999999994,10175621428.350647
-0.43499999999999994,10330730403.447098
-0.43399999999999994,10490154449.648119
-0.43299999999999994,10653952112.413263
-0.43199999999999994,10822182578.912098
-0.43099999999999994,10994905688.27417
-0.42999999999999994,11172181941.70853
-0.42899999999999994,11354072512.485664
-0.42799999999999994,11540639255.77408
-0.42699999999999994,11731944718.324402
-0.42599999999999993,11928052147.9936
-0.42499999999999993,12129025503.102287
-0.42399999999999993,12334929461.617882
-0.42299999999999993,12545829430.156685
-0.42199999999999993,12761791552.797905
-0.42099999999999993,12982882719.703053
-0.41999999999999993,13209170575.5336
-0.41899999999999993,13440723527.660604
-0.4179999999999999,13677610754.159567
-0.4169999999999999,13919902211.584248
-0.4159999999999999,14167668642.51296
-0.4149999999999999,14420981582.861149
-0.4139999999999999,14679913368.954042
-0.4129999999999999,14944537144.353573
-0.4119999999999999,15214926866.433233
-0.4109999999999999,15491157312.69529
-0.4099999999999999,15773304086.824427
-0.4089999999999999,16061443624.47235
-0.4079999999999999,16355653198.767525
-0.4069999999999999,16656010925.54479
-0.4059999999999999,16962595768.289186
-0.4049999999999999,17275487542.78918
-0.4039999999999999,17594766921.49362
-0.4029999999999999,17920515437.567463
-0.4019999999999999,18252815488.641342
-0.4009999999999999,18591750340.250114
-0.3999999999999999,18937404128.95537
-0.3989999999999999,19289861865.14723
-0.3979999999999999,19649209435.52074
-0.3969999999999999,20015533605.22265
-0.3959999999999999,20388922019.66337
-0.3949999999999999,20769463205.99065
-0.3939999999999999,21157246574.219738
-0.3929999999999999,21552362418.016624
-0.3919999999999999,21954901915.129562
-0.3909999999999999,22364957127.46535
-0.3899999999999999,22782621000.806038
-0.3889999999999999,23207987364.162365
-0.3879999999999999,23641150928.759968
-0.3869999999999999,24082207286.654938
-0.3859999999999999,24531252908.974537
-0.3849999999999999,24988385143.78022
-0.3839999999999999,25453702213.548676
-0.3829999999999999,25927303212.268253
-0.3819999999999999,26409288102.1467
-0.3809999999999999,26899757709.927666
-0.3799999999999999,27398813722.812023
-0.3789999999999999,27906558683.981697
-0.3779999999999999,28423095987.7221
-0.3769999999999999,28948529874.141144
-0.3759999999999999,29482965423.480957
-0.3749999999999999,30026508550.020416
-0.3739999999999999,30579265995.56484
-0.3729999999999999,31141345322.52116
-0.3719999999999999,31712854906.55487
-0.3709999999999999,32293903928.827316
-0.3699999999999999,32884602367.809875
-0.3689999999999999,33485060990.67346
-0.3679999999999999,34095391344.250477
-0.367,34715705745.567245
-0.366,35346117271.944885
-0.365,35986739750.66577
-0.364,36637687748.20493
-0.363,37299076559.022934
-0.362,37971022193.91973
-0.361,38653641367.94642
-0.36,39347051487.87444
-0.359,40051370639.219444
-0.358,40766717572.81933
-0.357,41493211690.96388
-0.356,42230973033.075745
-0.355,42980122260.9403
-0.354,43740780643.48441
-0.353,44513070041.10153
-0.352,45297112889.52351
-0.351,46093032183.23697
-0.35,46900951458.44412
-0.349,47720994775.566795
-0.348,48553286701.29338
-0.347,49397952290.16747
-0.346,50255117065.718506
-0.345,51124907001.133026
-0.344,52007448499.4674
-0.34299999999999997,52902868373.4005
-0.34199999999999997,53811293824.52737
-0.34099999999999997,54732852422.193085
